"","gender","age","region","subjectID","experimentName","item","verbtype","complementizer","prosody","naturalness","veridicality","comment"
"281","F","20s","nonUS",5.02e+14,"veridicality-pilot2","painter","mit","jul1","ES",4,1,""
"282","F","20s","nonUS",5.02e+14,"veridicality-pilot2","painter","gieok","jul1","MV",4,6,""
"283","F","20s","nonUS",5.02e+14,"veridicality-pilot2","come","gieok","go","ES",5,3,""
"284","F","20s","nonUS",5.02e+14,"veridicality-pilot2","come","moreu","jul1","MV",5,6,""
"285","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","moreu","go","MV",1,1,""
"286","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","moreu","jul1","ES",1,1,""
"287","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","moreu","jul1","MV",6,4,""
"288","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","al","jul1","ES",2,2,""
"289","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","al","go","MV",5,5,""
"290","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","gieok","go","MV",6,5,""
"291","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","alanae","jul1","MV",3,5,""
"292","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","al","jul1","MV",7,7,""
"293","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","alanae","go","MV",5,6,""
"294","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","mit","jul1","EV",5,4,""
"295","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","ggameok","go","MV",3,6,""
"296","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","alanae","go","ES",5,6,""
"297","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","ggameok","go","EV",3,4,""
"298","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","ggameok","jul1","MV",5,5,""
"299","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","ggameok","jul1","ES",5,5,""
"300","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","gieok","jul1","ES",6,5,""
"301","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","moreu","go","EV",3,3,""
"302","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","mit","go","ES",6,5,""
"303","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","mit","go","MV",6,4,""
"304","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","alanae","jul1","EV",5,4,""
"305","F","30s","nonUS",7.58e+14,"veridicality-pilot2","come","gieok","go","EV",6,4,""
"306","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","al","go","EV",6,5,""
"307","F","30s","nonUS",7.58e+14,"veridicality-pilot2","marry","mit","jul1","MV",6,6,""
"308","F","30s","nonUS",7.58e+14,"veridicality-pilot2","painter","gieok","jul1","MV",5,4,""
"309","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","al","go","ES",6,4,""
"310","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","gieok","jul2","MV",7,3,""
"311","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","alanae","jul2","MV",7,7,""
"312","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","alanae","jul2","ES",7,7,""
"313","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","ggameok","go","ES",7,7,""
"314","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","ggameok","go","MV",7,7,""
"315","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","moreu","go","MV",2,7,""
"316","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","alanae","go","EV",3,7,""
"317","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","mit","jul2","MV",4,2,""
"318","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","gieok","jul2","EV",4,1,""
"319","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","ggameok","jul2","MV",4,7,""
"320","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","alanae","go","MV",4,7,""
"321","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","al","jul2","MV",7,7,""
"322","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","al","jul2","EV",7,1,""
"323","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","mit","jul2","ES",7,1,""
"324","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","moreu","jul2","MV",7,7,""
"325","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","gieok","go","ES",7,1,""
"326","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","al","go","MV",3,7,""
"327","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","moreu","jul2","EV",4,7,""
"328","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","gieok","go","MV",4,7,""
"329","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","mit","go","MV",7,1,""
"330","F","20s","nonUS",1.91e+14,"veridicality-pilot2","come","ggameok","jul2","EV",4,7,""
"331","F","20s","nonUS",1.91e+14,"veridicality-pilot2","marry","moreu","go","ES",5,7,""
"332","F","20s","nonUS",1.91e+14,"veridicality-pilot2","painter","mit","go","EV",7,1,""
"333","M","30s","MA",3.9e+14,"veridicality-pilot2","come","al","go","MV",4,3,""
"334","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","al","go","EV",5,3,""
"335","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","alanae","jul2","EV",5,2,""
"336","M","30s","MA",3.9e+14,"veridicality-pilot2","come","al","jul2","MV",5,2,""
"337","M","30s","MA",3.9e+14,"veridicality-pilot2","come","gieok","jul2","ES",5,1,""
"338","M","30s","MA",3.9e+14,"veridicality-pilot2","come","gieok","go","EV",5,3,""
"339","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","gieok","jul2","MV",5,2,""
"340","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","ggameok","go","MV",2,6,""
"341","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","alanae","go","MV",2,3,""
"342","M","30s","MA",3.9e+14,"veridicality-pilot2","come","moreu","go","MV",1,6,""
"343","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","moreu","jul2","ES",6,6,""
"344","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","mit","jul2","MV",6,1,""
"345","M","30s","MA",3.9e+14,"veridicality-pilot2","come","moreu","jul2","MV",6,7,""
"346","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","alanae","go","ES",6,2,""
"347","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","mit","go","ES",6,2,""
"348","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","mit","jul2","EV",6,2,""
"349","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","mit","go","MV",6,2,""
"350","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","ggameok","jul2","MV",4,6,""
"351","M","30s","MA",3.9e+14,"veridicality-pilot2","come","ggameok","go","EV",2,6,""
"352","M","30s","MA",3.9e+14,"veridicality-pilot2","come","ggameok","jul2","ES",2,6,""
"353","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","moreu","go","EV",2,6,""
"354","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","alanae","jul2","MV",2,5,""
"355","M","30s","MA",3.9e+14,"veridicality-pilot2","painter","gieok","go","MV",6,3,""
"356","M","30s","MA",3.9e+14,"veridicality-pilot2","marry","al","jul2","ES",6,2,""
"357","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","mit","jul2","MV",4,6,""
"358","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","ggameok","go","EV",2,2,""
"359","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","alanae","go","MV",6,3,""
"360","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","al","go","MV",6,2,""
"361","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","mit","jul2","EV",4,3,""
"362","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","moreu","jul2","ES",5,3,""
"363","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","alanae","jul2","EV",6,1,""
"364","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","gieok","go","EV",5,5,""
"365","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","moreu","go","EV",2,3,""
"366","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","gieok","go","MV",6,5,""
"367","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","alanae","jul2","MV",7,2,""
"368","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","moreu","jul2","MV",7,6,""
"369","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","moreu","go","MV",2,5,""
"370","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","al","go","EV",6,2,""
"371","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","gieok","jul2","MV",5,1,""
"372","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","al","jul2","MV",6,2,""
"373","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","ggameok","jul2","ES",6,6,""
"374","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","al","jul2","ES",7,1,""
"375","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","ggameok","jul2","MV",7,7,""
"376","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","alanae","go","ES",3,4,""
"377","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","mit","go","ES",7,2,""
"378","M","20s","nonUS",2.08e+13,"veridicality-pilot2","marry","gieok","jul2","ES",7,1,""
"379","M","20s","nonUS",2.08e+13,"veridicality-pilot2","painter","mit","go","MV",7,2,""
"380","M","20s","nonUS",2.08e+13,"veridicality-pilot2","come","ggameok","go","MV",3,4,""
"381","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","ggameok","go","MV",3,6,""
"382","F","20s","non48",6.33e+13,"veridicality-pilot2","come","al","go","ES",6,1,""
"383","F","20s","non48",6.33e+13,"veridicality-pilot2","come","moreu","go","ES",2,2,""
"384","F","20s","non48",6.33e+13,"veridicality-pilot2","come","mit","jul1","MV",2,1,""
"385","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","ggameok","jul1","MV",3,2,""
"386","F","20s","non48",6.33e+13,"veridicality-pilot2","come","al","jul1","EV",5,2,""
"387","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","gieok","go","ES",6,2,""
"388","F","20s","non48",6.33e+13,"veridicality-pilot2","come","alanae","go","MV",5,2,""
"389","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","moreu","jul1","MV",7,2,""
"390","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","alanae","jul1","ES",3,2,""
"391","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","mit","jul1","ES",3,2,""
"392","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","alanae","go","EV",5,1,""
"393","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","gieok","go","MV",6,1,""
"394","F","20s","non48",6.33e+13,"veridicality-pilot2","come","alanae","jul1","MV",4,1,""
"395","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","gieok","jul1","EV",4,2,""
"396","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","moreu","go","MV",2,2,""
"397","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","gieok","jul1","MV",3,2,""
"398","F","20s","non48",6.33e+13,"veridicality-pilot2","come","moreu","jul1","EV",5,2,""
"399","F","20s","non48",6.33e+13,"veridicality-pilot2","marry","mit","go","EV",7,2,""
"400","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","ggameok","jul1","EV",5,5,""
"401","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","ggameok","go","ES",3,2,""
"402","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","al","jul1","MV",7,5,""
"403","F","20s","non48",6.33e+13,"veridicality-pilot2","painter","al","go","MV",5,4,""
"404","F","20s","non48",6.33e+13,"veridicality-pilot2","come","mit","go","MV",7,3,""
"405","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","alanae","jul2","MV",3,4,""
"406","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","gieok","jul2","MV",3,5,""
"407","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","moreu","go","MV",2,5,""
"408","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","moreu","jul2","MV",2,6,""
"409","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","al","jul2","EV",4,5,""
"410","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","moreu","go","ES",4,4,""
"411","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","alanae","jul2","ES",3,3,""
"412","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","alanae","go","MV",1,3,""
"413","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","mit","jul2","MV",2,3,""
"414","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","mit","jul2","ES",2,3,""
"415","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","ggameok","jul2","EV",2,3,""
"416","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","al","go","ES",2,2,""
"417","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","al","jul2","MV",2,3,""
"418","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","alanae","go","EV",2,3,""
"419","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","moreu","jul2","EV",1,2,""
"420","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","mit","go","EV",1,3,""
"421","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","gieok","go","ES",5,4,""
"422","F","20s","nonUS",5.42e+14,"veridicality-pilot2","painter","mit","go","MV",1,2,""
"423","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","ggameok","go","ES",5,4,""
"424","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","gieok","go","MV",2,4,""
"425","F","20s","nonUS",5.42e+14,"veridicality-pilot2","marry","gieok","jul2","EV",3,4,""
"426","F","20s","nonUS",5.42e+14,"veridicality-pilot2","come","ggameok","go","MV",3,5,""
"427","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","moreu","jul2","EV",7,1,""
"428","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","al","go","ES",6,5,""
"429","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","mit","go","MV",6,1,""
"430","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","al","go","MV",7,1,""
"431","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","mit","go","EV",7,2,""
"432","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","alanae","jul2","ES",7,1,""
"433","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","gieok","jul2","EV",6,2,""
"434","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","gieok","go","MV",5,1,""
"435","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","alanae","go","EV",6,3,""
"436","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","mit","jul2","ES",4,2,""
"437","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","alanae","jul2","MV",6,2,""
"438","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","ggameok","go","MV",1,2,""
"439","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","ggameok","jul2","MV",5,2,""
"440","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","al","jul2","EV",4,1,""
"441","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","gieok","go","ES",6,1,""
"442","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","moreu","jul2","MV",6,1,""
"443","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","ggameok","jul2","EV",1,1,""
"444","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","mit","jul2","MV",1,1,""
"445","F","20s","nonUS",6.53e+14,"veridicality-pilot2","marry","gieok","jul2","MV",1,1,""
"446","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","moreu","go","ES",1,1,""
"447","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","moreu","go","MV",1,1,""
"448","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","al","jul2","MV",4,1,""
"449","F","20s","nonUS",6.53e+14,"veridicality-pilot2","come","alanae","go","MV",5,1,""
"450","F","20s","nonUS",6.53e+14,"veridicality-pilot2","painter","ggameok","go","ES",1,1,""
"451","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","ggameok","go","MV",3,6,""
"452","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","mit","jul1","EV",4,2,""
"453","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","gieok","jul1","MV",4,3,""
"454","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","alanae","go","MV",4,5,""
"455","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","ggameok","go","EV",2,4,""
"456","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","mit","go","MV",7,3,""
"457","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","moreu","go","EV",3,5,""
"458","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","gieok","go","MV",7,4,""
"459","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","mit","go","ES",6,4,""
"460","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","al","go","MV",3,5,""
"461","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","gieok","jul1","ES",3,4,""
"462","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","ggameok","jul1","ES",2,4,""
"463","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","ggameok","jul1","MV",2,5,""
"464","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","alanae","jul1","MV",3,5,""
"465","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","alanae","go","ES",4,6,""
"466","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","mit","jul1","MV",3,3,""
"467","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","gieok","go","EV",7,4,""
"468","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","al","go","EV",6,3,""
"469","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","moreu","jul1","ES",5,5,""
"470","F","20s","nonUS",7.19e+13,"veridicality-pilot2","painter","alanae","jul1","EV",4,6,""
"471","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","moreu","go","MV",3,6,""
"472","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","al","jul1","MV",7,3,""
"473","F","20s","nonUS",7.19e+13,"veridicality-pilot2","marry","al","jul1","ES",6,3,""
"474","F","20s","nonUS",7.19e+13,"veridicality-pilot2","come","moreu","jul1","MV",7,6,""
"475","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","moreu","jul2","EV",5,5,""
"476","M","20s","nonUS",1e+14,"veridicality-pilot2","come","alanae","jul2","ES",2,5,""
"477","M","20s","nonUS",1e+14,"veridicality-pilot2","come","ggameok","go","MV",1,2,""
"478","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","al","jul2","MV",5,5,""
"479","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","gieok","go","ES",5,5,""
"480","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","gieok","jul2","EV",2,3,""
"481","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","al","jul2","EV",4,2,""
"482","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","moreu","jul2","MV",5,5,""
"483","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","al","go","ES",3,3,""
"484","M","20s","nonUS",1e+14,"veridicality-pilot2","come","gieok","go","MV",3,5,""
"485","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","mit","go","MV",5,2,""
"486","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","moreu","go","ES",2,2,""
"487","M","20s","nonUS",1e+14,"veridicality-pilot2","come","ggameok","jul2","MV",2,5,""
"488","M","20s","nonUS",1e+14,"veridicality-pilot2","come","mit","jul2","ES",2,3,""
"489","M","20s","nonUS",1e+14,"veridicality-pilot2","come","gieok","jul2","MV",4,5,""
"490","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","al","go","MV",3,5,""
"491","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","alanae","go","MV",4,3,""
"492","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","mit","jul2","MV",3,3,""
"493","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","ggameok","jul2","EV",3,5,""
"494","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","ggameok","go","ES",4,3,""
"495","M","20s","nonUS",1e+14,"veridicality-pilot2","come","mit","go","EV",4,3,""
"496","M","20s","nonUS",1e+14,"veridicality-pilot2","painter","alanae","jul2","MV",3,5,""
"497","M","20s","nonUS",1e+14,"veridicality-pilot2","come","alanae","go","EV",3,5,""
"498","M","20s","nonUS",1e+14,"veridicality-pilot2","marry","moreu","go","MV",2,3,""
"499","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","moreu","go","MV",5,1,""
"500","M","20s","NE",3.54e+14,"veridicality-pilot2","come","gieok","go","MV",5,1,""
"501","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","gieok","jul1","ES",4,1,""
"502","M","20s","NE",3.54e+14,"veridicality-pilot2","come","alanae","jul1","EV",5,1,""
"503","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","ggameok","jul1","ES",4,1,""
"504","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","al","jul1","MV",6,1,""
"505","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","ggameok","go","EV",5,1,""
"506","M","20s","NE",3.54e+14,"veridicality-pilot2","come","mit","go","ES",6,1,""
"507","M","20s","NE",3.54e+14,"veridicality-pilot2","come","ggameok","go","MV",5,1,""
"508","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","gieok","go","EV",5,1,""
"509","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","moreu","jul1","ES",6,1,""
"510","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","al","jul1","ES",6,2,""
"511","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","mit","jul1","MV",5,1,""
"512","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","al","go","EV",5,1,""
"513","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","moreu","go","EV",4,3,""
"514","M","20s","NE",3.54e+14,"veridicality-pilot2","come","ggameok","jul1","MV",3,5,""
"515","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","al","go","MV",5,2,""
"516","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","mit","go","MV",5,1,""
"517","M","20s","NE",3.54e+14,"veridicality-pilot2","come","alanae","go","ES",4,1,""
"518","M","20s","NE",3.54e+14,"veridicality-pilot2","come","gieok","jul1","MV",5,2,""
"519","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","alanae","jul1","MV",5,2,""
"520","M","20s","NE",3.54e+14,"veridicality-pilot2","come","mit","jul1","EV",5,2,""
"521","M","20s","NE",3.54e+14,"veridicality-pilot2","marry","moreu","jul1","MV",3,5,""
"522","M","20s","NE",3.54e+14,"veridicality-pilot2","painter","alanae","go","MV",5,1,""
"523","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","alanae","go","EV",5,6,""
"524","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","mit","go","EV",5,2,""
"525","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","al","go","ES",5,6,""
"526","F","20s","non48",7.42e+14,"veridicality-pilot2","come","moreu","jul2","MV",6,6,""
"527","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","mit","go","MV",7,2,""
"528","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","alanae","jul2","ES",5,5,""
"529","F","20s","non48",7.42e+14,"veridicality-pilot2","come","gieok","go","ES",6,6,""
"530","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","gieok","go","MV",4,5,""
"531","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","gieok","jul2","MV",5,5,""
"532","F","20s","non48",7.42e+14,"veridicality-pilot2","come","moreu","go","MV",4,5,""
"533","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","moreu","go","ES",5,6,""
"534","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","alanae","go","MV",5,6,""
"535","F","20s","non48",7.42e+14,"veridicality-pilot2","come","al","go","MV",6,4,""
"536","F","20s","non48",7.42e+14,"veridicality-pilot2","come","ggameok","go","ES",5,6,""
"537","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","al","jul2","EV",6,2,""
"538","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","moreu","jul2","EV",5,4,""
"539","F","20s","non48",7.42e+14,"veridicality-pilot2","come","al","jul2","MV",5,6,""
"540","F","20s","non48",7.42e+14,"veridicality-pilot2","come","gieok","jul2","EV",5,6,""
"541","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","mit","jul2","ES",5,6,""
"542","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","ggameok","jul2","MV",3,6,""
"543","F","20s","non48",7.42e+14,"veridicality-pilot2","come","ggameok","jul2","EV",2,1,""
"544","F","20s","non48",7.42e+14,"veridicality-pilot2","painter","ggameok","go","MV",3,6,""
"545","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","mit","jul2","MV",3,5,""
"546","F","20s","non48",7.42e+14,"veridicality-pilot2","marry","alanae","jul2","MV",2,7,""
"547","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","gieok","jul1","EV",3,2,""
"548","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","al","go","ES",5,2,""
"549","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","al","go","MV",2,2,""
"550","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","gieok","go","MV",4,3,""
"551","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","moreu","go","MV",1,2,""
"552","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","mit","go","EV",5,1,""
"553","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","al","jul1","MV",3,2,""
"554","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","ggameok","jul1","EV",2,4,""
"555","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","ggameok","jul1","MV",2,5,""
"556","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","alanae","go","EV",6,5,""
"557","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","mit","jul1","ES",4,2,""
"558","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","alanae","jul1","MV",2,5,""
"559","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","ggameok","go","MV",2,5,""
"560","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","alanae","jul1","ES",2,5,""
"561","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","moreu","jul1","EV",2,5,""
"562","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","mit","go","MV",6,2,""
"563","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","gieok","go","ES",5,4,""
"564","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","ggameok","go","ES",2,4,""
"565","F","20s","nonUS",6.11e+14,"veridicality-pilot2","come","moreu","jul1","MV",5,5,""
"566","F","20s","nonUS",6.11e+14,"veridicality-pilot2","painter","gieok","jul1","MV",2,5,""
"567","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","mit","jul1","MV",2,2,""
