"","gender","age","region","subjectID","experimentName","item","verbtype","complementizer","prosody","naturalness","veridicality","comment"
"568","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","alanae","go","MV",5,4,""
"569","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","al","jul1","EV",2,3,""
"570","F","20s","nonUS",6.11e+14,"veridicality-pilot2","marry","moreu","go","ES",2,5,""
"571","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","ggameok","jul1","MV",2,7,""
"572","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","ggameok","go","ES",1,7,""
"573","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","al","go","MV",4,2,""
"574","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","alanae","jul1","ES",1,1,""
"575","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","alanae","go","EV",5,7,""
"576","F","20s","non48",2.58e+13,"veridicality-pilot2","come","mit","go","MV",6,1,""
"577","F","20s","non48",2.58e+13,"veridicality-pilot2","come","moreu","jul1","EV",7,7,""
"578","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","gieok","go","MV",7,2,""
"579","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","mit","jul1","ES",5,1,""
"580","F","20s","non48",2.58e+13,"veridicality-pilot2","come","al","go","ES",5,1,""
"581","F","20s","non48",2.58e+13,"veridicality-pilot2","come","moreu","go","ES",1,6,""
"582","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","gieok","jul1","MV",3,4,""
"583","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","moreu","jul1","MV",7,7,""
"584","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","moreu","go","MV",1,5,""
"585","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","ggameok","jul1","EV",5,7,""
"586","F","20s","non48",2.58e+13,"veridicality-pilot2","come","alanae","jul1","MV",2,7,""
"587","F","20s","non48",2.58e+13,"veridicality-pilot2","come","mit","jul1","MV",3,1,""
"588","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","gieok","jul1","EV",5,1,""
"589","F","20s","non48",2.58e+13,"veridicality-pilot2","come","al","jul1","EV",6,1,""
"590","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","ggameok","go","MV",1,1,""
"591","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","gieok","go","ES",4,1,""
"592","F","20s","non48",2.58e+13,"veridicality-pilot2","marry","mit","go","EV",5,1,""
"593","F","20s","non48",2.58e+13,"veridicality-pilot2","painter","al","jul1","MV",7,7,""
"594","F","20s","non48",2.58e+13,"veridicality-pilot2","come","alanae","go","MV",7,7,""
"595","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","gieok","jul2","MV",5,4,""
"596","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","gieok","go","ES",3,3,""
"597","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","alanae","jul2","ES",4,4,""
"598","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","ggameok","go","MV",5,6,""
"599","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","gieok","jul2","EV",4,6,""
"600","M","20s","NE",5.67e+14,"veridicality-pilot2","come","mit","jul2","MV",5,5,""
"601","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","mit","jul2","ES",5,5,""
"602","M","20s","NE",5.67e+14,"veridicality-pilot2","come","al","go","ES",5,5,""
"603","M","20s","NE",5.67e+14,"veridicality-pilot2","come","moreu","jul2","EV",1,1,""
"604","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","alanae","go","EV",3,3,""
"605","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","ggameok","jul2","MV",1,2,""
"606","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","moreu","jul2","MV",2,3,""
"607","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","moreu","go","MV",5,5,""
"608","M","20s","NE",5.67e+14,"veridicality-pilot2","come","al","jul2","EV",4,4,""
"609","M","20s","NE",5.67e+14,"veridicality-pilot2","come","mit","go","MV",2,3,""
"610","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","mit","go","EV",4,5,""
"611","M","20s","NE",5.67e+14,"veridicality-pilot2","marry","gieok","go","MV",3,5,""
"612","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","al","go","MV",4,5,""
"613","M","20s","NE",5.67e+14,"veridicality-pilot2","come","moreu","go","ES",5,5,""
"614","M","20s","NE",5.67e+14,"veridicality-pilot2","come","alanae","go","MV",5,5,""
"615","M","20s","NE",5.67e+14,"veridicality-pilot2","come","alanae","jul2","MV",3,4,""
"616","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","ggameok","jul2","EV",4,5,""
"617","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","ggameok","go","ES",4,5,""
"618","M","20s","NE",5.67e+14,"veridicality-pilot2","painter","al","jul2","MV",4,5,""
"619","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","gieok","go","ES",5,4,""
"620","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","mit","go","MV",3,2,""
"621","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","alanae","jul1","MV",4,2,""
"622","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","mit","jul1","MV",5,4,""
"623","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","ggameok","jul1","EV",4,5,""
"624","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","moreu","jul1","EV",5,5,""
"625","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","alanae","go","EV",4,4,""
"626","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","gieok","jul1","EV",4,3,""
"627","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","al","go","MV",4,4,""
"628","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","ggameok","go","MV",3,3,""
"629","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","al","go","ES",3,2,""
"630","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","moreu","jul1","MV",4,5,""
"631","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","moreu","go","ES",3,3,""
"632","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","ggameok","jul1","MV",3,5,""
"633","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","mit","jul1","ES",5,3,""
"634","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","al","jul1","EV",5,4,""
"635","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","moreu","go","MV",3,5,""
"636","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","gieok","jul1","MV",4,5,""
"637","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","mit","go","EV",5,4,""
"638","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","al","jul1","MV",4,5,""
"639","F","20s","nonUS",5.64e+14,"veridicality-pilot2","marry","ggameok","go","ES",3,5,""
"640","F","20s","nonUS",5.64e+14,"veridicality-pilot2","painter","alanae","go","MV",4,5,""
"641","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","gieok","go","MV",4,4,""
"642","F","20s","nonUS",5.64e+14,"veridicality-pilot2","come","alanae","jul1","ES",3,4,""
"643","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","alanae","go","EV",5,7,""
"644","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","gieok","jul2","MV",5,6,""
"645","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","mit","go","MV",6,2,""
"646","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","alanae","go","MV",4,6,""
"647","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","al","jul2","MV",6,6,""
"648","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","al","jul2","EV",5,2,""
"649","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","gieok","go","ES",4,2,""
"650","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","mit","go","EV",4,6,""
"651","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","alanae","jul2","MV",6,6,""
"652","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","gieok","go","MV",5,4,""
"653","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","alanae","jul2","ES",4,6,""
"654","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","ggameok","go","ES",5,7,""
"655","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","mit","jul2","ES",6,3,""
"656","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","al","go","MV",3,5,""
"657","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","moreu","jul2","EV",5,4,""
"658","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","ggameok","go","MV",5,3,""
"659","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","moreu","jul2","MV",5,6,""
"660","M","20s","nonUS",2.2e+14,"veridicality-pilot2","marry","ggameok","jul2","MV",4,3,""
"661","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","gieok","jul2","EV",5,2,""
"662","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","moreu","go","MV",6,5,""
"663","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","al","go","ES",5,6,""
"664","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","mit","jul2","MV",3,6,""
"665","M","20s","nonUS",2.2e+14,"veridicality-pilot2","painter","ggameok","jul2","EV",5,6,""
"666","M","20s","nonUS",2.2e+14,"veridicality-pilot2","come","moreu","go","ES",5,6,""
"667","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","moreu","jul1","EV",7,7,""
"668","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","alanae","go","EV",4,5,""
"669","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","alanae","jul1","ES",2,3,""
"670","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","alanae","jul1","MV",6,7,""
"671","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","al","go","MV",5,7,""
"672","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","mit","go","MV",7,5,""
"673","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","ggameok","jul1","MV",5,7,""
"674","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","gieok","jul1","MV",7,7,""
"675","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","moreu","go","ES",7,1,""
"676","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","mit","jul1","ES",7,6,""
"677","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","ggameok","go","MV",1,7,""
"678","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","al","jul1","EV",6,2,""
"679","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","moreu","jul1","MV",2,7,""
"680","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","ggameok","jul1","EV",2,6,""
"681","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","moreu","go","MV",1,6,""
"682","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","ggameok","go","ES",2,6,""
"683","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","al","go","ES",7,2,""
"684","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","alanae","go","MV",7,7,""
"685","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","mit","go","EV",7,2,""
"686","F","30s","nonUS",3.3e+12,"veridicality-pilot2","painter","mit","jul1","MV",3,2,""
"687","F","30s","nonUS",3.3e+12,"veridicality-pilot2","come","gieok","go","MV",5,7,""
"688","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","gieok","go","ES",6,2,""
"689","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","gieok","jul1","EV",4,2,""
"690","F","30s","nonUS",3.3e+12,"veridicality-pilot2","marry","al","jul1","MV",6,2,""
"691","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","ggameok","jul2","MV",4,2,""
"692","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","mit","go","MV",3,5,""
"693","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","moreu","jul2","MV",5,5,""
"694","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","gieok","go","MV",5,3,""
"695","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","al","jul2","MV",5,5,""
"696","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","al","jul2","EV",5,2,""
"697","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","alanae","jul2","ES",3,2,""
"698","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","moreu","go","MV",3,6,""
"699","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","alanae","go","MV",4,6,""
"700","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","mit","jul2","ES",3,2,""
"701","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","mit","jul2","MV",4,3,""
"702","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","al","go","MV",5,3,""
"703","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","ggameok","jul2","EV",5,6,""
"704","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","al","go","ES",5,2,""
"705","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","mit","go","EV",5,3,""
"706","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","alanae","jul2","MV",4,5,""
"707","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","moreu","jul2","EV",5,6,""
"708","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","gieok","go","ES",5,3,""
"709","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","gieok","jul2","EV",4,3,""
"710","F","30s","nonUS",7.74e+13,"veridicality-pilot2","come","ggameok","go","ES",3,4,""
"711","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","ggameok","go","MV",2,4,""
"712","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","gieok","jul2","MV",5,3,""
"713","F","30s","nonUS",7.74e+13,"veridicality-pilot2","marry","moreu","go","ES",5,3,""
"714","F","30s","nonUS",7.74e+13,"veridicality-pilot2","painter","alanae","go","EV",4,5,""
"715","M","20s","NE",8.86e+13,"veridicality-pilot2","come","moreu","jul1","MV",6,6,""
"716","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","gieok","go","MV",6,3,""
"717","M","20s","NE",8.86e+13,"veridicality-pilot2","come","ggameok","jul1","ES",4,6,""
"718","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","alanae","jul1","EV",2,6,""
"719","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","alanae","jul1","MV",2,6,""
"720","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","gieok","jul1","MV",3,4,""
"721","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","alanae","go","ES",2,4,""
"722","M","20s","NE",8.86e+13,"veridicality-pilot2","come","ggameok","go","EV",1,6,""
"723","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","al","go","EV",4,2,""
"724","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","moreu","go","EV",2,6,""
"725","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","mit","go","ES",7,3,""
"726","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","ggameok","go","MV",1,5,""
"727","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","ggameok","jul1","MV",6,6,""
"728","M","20s","NE",8.86e+13,"veridicality-pilot2","come","gieok","jul1","ES",2,6,""
"729","M","20s","NE",8.86e+13,"veridicality-pilot2","come","al","jul1","MV",5,3,""
"730","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","alanae","go","MV",3,6,""
"731","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","al","jul1","ES",6,3,""
"732","M","20s","NE",8.86e+13,"veridicality-pilot2","painter","mit","jul1","EV",5,3,""
"733","M","20s","NE",8.86e+13,"veridicality-pilot2","come","moreu","go","MV",1,6,""
"734","M","20s","NE",8.86e+13,"veridicality-pilot2","come","gieok","go","EV",6,3,""
"735","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","mit","go","MV",7,3,""
"736","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","moreu","jul1","ES",6,6,""
"737","M","20s","NE",8.86e+13,"veridicality-pilot2","marry","mit","jul1","MV",5,3,""
"738","M","20s","NE",8.86e+13,"veridicality-pilot2","come","al","go","MV",3,3,""
"739","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","mit","go","ES",5,2,""
"740","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","moreu","jul1","MV",6,7,""
"741","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","ggameok","go","EV",1,3,""
"742","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","ggameok","jul1","ES",3,6,""
"743","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","ggameok","go","MV",1,4,""
"744","M","20s","non48",7.81e+14,"veridicality-pilot2","come","mit","jul1","MV",1,1,""
"745","M","20s","non48",7.81e+14,"veridicality-pilot2","come","al","go","EV",4,3,""
"746","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","ggameok","jul1","MV",1,6,""
"747","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","moreu","go","MV",2,7,""
"748","M","20s","non48",7.81e+14,"veridicality-pilot2","come","moreu","jul1","ES",5,6,""
"749","M","20s","non48",7.81e+14,"veridicality-pilot2","come","moreu","go","EV",1,4,""
"750","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","gieok","jul1","MV",2,3,""
"751","M","20s","non48",7.81e+14,"veridicality-pilot2","come","al","jul1","ES",3,3,""
"752","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","gieok","jul1","ES",5,2,""
"753","M","20s","non48",7.81e+14,"veridicality-pilot2","come","mit","go","MV",7,3,""
"754","M","20s","non48",7.81e+14,"veridicality-pilot2","come","alanae","jul1","MV",2,6,""
"755","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","mit","jul1","EV",3,5,""
"756","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","gieok","go","MV",6,3,""
"757","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","gieok","go","EV",7,2,""
"758","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","al","go","MV",6,2,""
"759","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","alanae","go","ES",2,6,""
"760","M","20s","non48",7.81e+14,"veridicality-pilot2","marry","alanae","jul1","EV",1,4,""
"761","M","20s","non48",7.81e+14,"veridicality-pilot2","come","alanae","go","MV",2,6,""
"762","M","20s","non48",7.81e+14,"veridicality-pilot2","painter","al","jul1","MV",6,2,""
"763","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","mit","go","MV",3,1,""
"764","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","alanae","go","MV",3,3,""
"765","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","moreu","jul2","MV",5,6,""
"766","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","ggameok","jul2","MV",4,7,""
"767","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","al","go","MV",5,1,""
"768","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","gieok","jul2","EV",1,2,""
"769","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","mit","jul2","MV",2,1,""
"770","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","ggameok","go","ES",1,5,""
"771","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","ggameok","jul2","EV",2,6,""
"772","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","alanae","go","EV",4,6,""
"773","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","mit","go","EV",7,2,""
"774","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","ggameok","go","MV",1,7,""
"775","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","gieok","go","ES",7,2,""
"776","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","mit","jul2","ES",7,4,""
"777","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","moreu","go","ES",1,7,""
"778","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","moreu","go","MV",1,7,""
"779","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","alanae","jul2","MV",2,7,""
"780","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","moreu","jul2","EV",7,7,""
"781","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","alanae","jul2","ES",3,7,""
"782","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","al","jul2","EV",7,3,""
"783","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","gieok","go","MV",7,4,""
"784","M","20s","nonUS",7.64e+14,"veridicality-pilot2","painter","gieok","jul2","MV",3,4,""
"785","M","20s","nonUS",7.64e+14,"veridicality-pilot2","come","al","jul2","MV",7,4,""
"786","M","20s","nonUS",7.64e+14,"veridicality-pilot2","marry","al","go","ES",7,4,""
"787","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","gieok","jul1","MV",4,6,""
"788","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","mit","jul1","MV",2,2,""
"789","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","alanae","go","EV",6,7,""
"790","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","mit","go","EV",7,5,""
"791","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","gieok","go","ES",7,3,""
"792","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","ggameok","jul1","MV",6,7,""
"793","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","al","jul1","EV",3,2,""
"794","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","moreu","jul1","EV",5,7,""
"795","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","al","go","ES",7,2,""
"796","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","ggameok","go","ES",3,6,""
"797","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","mit","jul1","ES",3,1,""
"798","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","moreu","jul1","MV",7,7,""
"799","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","ggameok","jul1","EV",3,6,""
"800","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","al","jul1","MV",6,5,""
"801","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","al","go","MV",7,3,""
"802","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","moreu","go","ES",2,6,""
"803","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","alanae","go","MV",7,7,""
"804","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","ggameok","go","MV",2,6,""
"805","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","gieok","go","MV",7,6,""
"806","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","alanae","jul1","MV",3,6,""
"807","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","moreu","go","MV",2,7,""
"808","F","30s","nonUS",7.68e+14,"veridicality-pilot2","come","gieok","jul1","EV",5,6,""
"809","F","30s","nonUS",7.68e+14,"veridicality-pilot2","painter","alanae","jul1","ES",4,3,""
"810","F","30s","nonUS",7.68e+14,"veridicality-pilot2","marry","mit","go","MV",7,1,""
"811","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","ggameok","jul2","ES",4,2,""
"812","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","alanae","go","ES",3,6,""
"813","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","gieok","go","EV",7,1,""
"814","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","moreu","jul2","ES",7,7,""
"815","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","mit","go","MV",6,1,""
"816","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","gieok","jul2","MV",3,2,""
"817","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","al","jul2","ES",7,1,""
"818","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","ggameok","go","EV",2,5,""
"819","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","al","go","EV",6,1,""
"820","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","moreu","go","EV",2,5,""
"821","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","alanae","jul2","EV",4,6,""
"822","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","al","go","MV",6,2,""
"823","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","al","jul2","MV",7,6,""
"824","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","mit","go","ES",7,3,""
"825","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","gieok","jul2","ES",5,2,""
"826","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","moreu","go","MV",3,5,""
"827","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","alanae","jul2","MV",3,6,""
"828","M","20s","nonUS",6.48e+14,"veridicality-pilot2","marry","moreu","jul2","MV",7,7,""
"829","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","ggameok","jul2","MV",4,6,""
"830","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","ggameok","go","MV",3,5,""
"831","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","gieok","go","MV",7,3,""
"832","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","mit","jul2","MV",3,3,""
"833","M","20s","nonUS",6.48e+14,"veridicality-pilot2","come","mit","jul2","EV",3,3,""
"834","M","20s","nonUS",6.48e+14,"veridicality-pilot2","painter","alanae","go","MV",3,6,""
"835","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","mit","jul1","MV",6,2,""
"836","F","20s","nonUS",6.57e+14,"veridicality-pilot2","come","ggameok","jul1","EV",3,6,""
"837","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","al","jul1","EV",4,2,""
"838","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","moreu","go","ES",5,6,""
"839","F","20s","nonUS",6.57e+14,"veridicality-pilot2","come","moreu","jul1","MV",5,6,""
"840","F","20s","nonUS",6.57e+14,"veridicality-pilot2","come","al","jul1","MV",6,3,""
"841","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","alanae","go","EV",6,3,""
"842","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","mit","jul1","ES",6,2,""
"843","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","gieok","go","MV",6,3,""
"844","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","al","go","ES",5,2,""
"845","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","mit","go","MV",5,2,""
"846","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","moreu","jul1","EV",5,6,""
"847","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","ggameok","go","MV",3,6,""
"848","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","alanae","jul1","ES",5,5,""
"849","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","ggameok","jul1","MV",2,6,""
"850","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","gieok","jul1","MV",3,4,""
"851","F","20s","nonUS",6.57e+14,"veridicality-pilot2","come","al","go","MV",5,3,""
"852","F","20s","nonUS",6.57e+14,"veridicality-pilot2","painter","mit","go","EV",7,2,""
"853","F","20s","nonUS",6.57e+14,"veridicality-pilot2","marry","alanae","go","MV",5,5,""
